id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
17626,MBT Architecture,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17627,McCutchen Doyle Brown & Enersen LLP,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17628,MDS Capital Corp,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17629,MediQuest Therapeutics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17630,Mendel Biotechnology Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17631,Merlin Biomed Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17632,Metagenics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17633,MGH Consulting,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17634,Michael C Mathieu Ventures,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17635,Miller Nash,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17636,Miller Porter Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17637,Miller+Miller,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17638,Minntech Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17639,Mississippi State University,United States,Alabama,Addison,Mississippi State,39762,www.msstate.edu,NULL,approved,admin-krupa,admin-krupa,NULL
17640,Mitokor,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17641,Molecularware Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17642,Montclair Group Ltd,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17643,Morphochem Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17644,MPM Capital,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17645,MPM Capital Advisors LLC,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17646,MSC Software Corporation,United States,California,Santa Ana,2 MacArthur Place,92707,www.mscsoftware.com,7145408900,approved,admin-krupa,admin-krupa,NULL
17647,Murenove,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17648,Murphy Investment Management,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17649,Nagle & Ferri,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17650,NanoBio Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17651,National Academies,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17652,National Cancer Institute NIH,United States,Maryland,Bethesda,6116 Executive Boulevard,20892,www.cancer.gov,8004226237,approved,admin-krupa,admin-krupa,NULL
17653,National Institutes of Health,United States,Maryland,Bethesda,9000 Rockville Pike,20892,www.nih.gov,NULL,approved,admin-krupa,admin-krupa,NULL
17654,National Public Road,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17655,National Science Foundation,United States,Virginia,Arlington,4201 Wilson Boulevard,22230,www.nsf.gov,7032925111,approved,admin-krupa,admin-krupa,National Science.svg
17656,Nature Biotechnology,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17657,Nature Publishing Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17658,NeoTherapeutics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17659,Neotis Bio,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17660,New Hour with Jim Lehrer,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17661,NewBiotics Inc,United States,California,San Diego,11760 Sorrento Valley Road Suite E,92421,www.newbiotics.com,8584363600,approved,admin-krupa,admin-krupa,NULL
17662,NexCura,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17663,Nexell Therapeutics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17664,NeXstar Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17665,Northwestern University,United States,Illinois,Evanston ,633 Clark Street,60208,www.northwestern.edu,NULL,approved,admin-krupa,admin-krupa,NULL
17666,Novoste Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17667,NPS Pharmaceuticals,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17668,NS Pharma Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17669,NuGen Technologies Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17670,NuTec Sciences,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17671,Oakwood Medical Investors,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17672,Office of the Governor of Washington,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17673,Omco Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17674,On24 Inc,United States,California,San Francisco,"201 3rd Street, 3rd Floor",94103,www.on24.com,4153698000,approved,admin-krupa,admin-krupa,NULL
17675,ONYX Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17676,Opexa Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17677,Optimer Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17678,Oracle Investment Management,United States,Connecticut,Phenix City,200 Greenwich Avenue,6830,www.oraclepartners.com,NULL,approved,admin-krupa,admin-krupa,NULL
17679,Orchid Biocomputer Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17680,Oregon Health Sciences University,United States,Oregon,Portland,3181 S.W. Sam Jackson Park Rd.,97239,https://www.ohsu.edu,,approved,admin-krupa,admin-krupa,NULL
17681,Oregon State University,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17682,Pacific Growth Equities,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17683,Pangea System Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17684,Pangene Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17685,Parke Davis Pharmaceutical Research,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17686,Perseus Soros Biopharmaceutical Fund LP,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17687,Perseus Soros Fund,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17688,PersonalMD.com,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17689,Pharmacia,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17690,Pharmacopeia Drug Discovery Inc,United States,New Jersey,Cranbury,3000 Eastpark boulevard,8512,www.pharmacopeia.com,NULL,approved,admin-krupa,admin-krupa,NULL
17691,Pharmacyclics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17692,Pharmadigm Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17693,Phenotypica UCSF,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17694,Pointilliste Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17695,Polymer Technology Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17696,Popular Science,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17697,Premier 1,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17698,ProCyte Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17699,Protein Design Labs Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17700,Protein Mechanics,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17701,Prudential Bache International Limited,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17702,Qbiogene Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17703,QLT PhotoTherapeutics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17704,Quantum Dot Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17705,Quartz Capital Partners Ltd,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17706,Radiant Therapeutics MIT Sloan,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17707,Ragen MacKenzie,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17708,Randall Partners LLC,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17709,RBC Capital Markets,United States,New Jersey,Jersey City,30 Hudson Street 30th Floor,7302,www.rbccm.com,,approved,admin-krupa,admin-krupa,RBC Capital Markets.png
17710,Recombinant Capital Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17711,ReqMed Company Ltd,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17712,ReSound Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17713,Restructuring Associates Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17714,RHeoGene,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17715,Ribozyme Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17717,Right Management,United States,Pennsylvania,Philadelphia,"1818 Market Street, 33rd Floor",19103,www.right.com,2159881588,approved,admin-krupa,admin-krupa,NULL
17718,Roche Bioscience,United States,California,Palo Alto,3431 Hillview Avenue,94304,www.paloalto.roche.com,NULL,approved,admin-krupa,admin-krupa,NULL
17719,Roth Capital Partners,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17720,S R Robertson & Co LLC,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17721,Sacramento Bee,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17722,Sage N Research Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17723,Sagres Discovery,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17724,San Diego Regional Economic Dev Committ,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17725,San Diego Union Tribune,United States,California,San Diego,350 Camino de la Reina,92108,www.signonsandiego.com,NULL,approved,admin-krupa,admin-krupa,NULL
17726,San Francisco Chronicle,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17727,San Jose Mercury News,United States,California,San Jose,750 Ridder Park Drive,95190,www.mercurynews.com,4089205000,approved,admin-krupa,admin-krupa,NULL
17728,San Jose State University,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17729,San Mateo County Times ANG Newspapers,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17730,Sanderling Venture Capital,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17731,Santa Clara University,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17732,Santa Fe Institute,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17733,SB Life Science,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17734,Scanis Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17735,Science Connections,United States,Alabama,Addison,NULL,NULL,www.sciconnect.com,NULL,approved,admin-krupa,admin-krupa,NULL
17736,Scientific Fdtn of Lyon et du Sud est,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17737,Seattle Post Intelligencer,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17738,SERC,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17739,SFSU Graduate School of Business,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17740,SGI Sciences,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17741,Shattuck Hammond Partners,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17742,Sibia Neurosciences Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17743,Signal com Business Week Daily,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17744,Site of Care Systems,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17745,Skyline Ventures,United States,California,Palo Alto,525 University Avenue Suite 520,94301,www.skylineventures.com,NULL,approved,admin-krupa,admin-krupa,NULL
17746,Sofinnova Ventures Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17747,Sound Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17748,Sprout Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17749,Stafford Consulting,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17750,Stanford Grad School of Business,United States,California,Stanford,518 Memorial Way Stanford University,94305,www.gsb.stanford.edu,6507232146,approved,admin-krupa,admin-krupa,NULL
17751,Strategic Analysis Inc,United States,Pennsylvania,Pullman,2208 Quarry Drive,19609,www.strategicanalysis.com,NULL,approved,admin-krupa,admin-krupa,NULL
17752,Strategic Decisions Group,United States,Massachusetts,Boston,One Boston Place,2108,www.sdg.com,6174787600,approved,admin-krupa,admin-krupa,NULL
17753,Strategies & Business,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17754,Structural Bioinformatics Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17755,Structural GenomiX Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17756,SUGEN Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17757,Sullivan & Curtis,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17758,Sumitomo Corporation of America,United States,New York,New York,600 Third Avenue,10016,www.sumitomocorp.com,NULL,approved,admin-krupa,admin-krupa,NULL
17759,SuperGen Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17760,SureCide Technologies LLC,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17761,SurroMed,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17762,SusanLoveMD.com,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17763,Target Discovery Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17764,Targeted Genetics Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17765,Tecelmex Holding,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17766,Techno Venture Management TVM,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17767,Technolgy Alliance of Washington,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17768,Technology Access Report,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17769,Technology Vision Group LLC,United States,California,Santa Cruz,5200 Soquel Avenue Suite 202,95062,www.techvision.com,8314644230,approved,admin-krupa,admin-krupa,NULL
17770,Teutsch Partner,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17771,Texas Biotechnology Corporation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17772,The Domann Organization Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17773,The Fearey Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17774,The Gingrich Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17775,The Hybrid Vigor Institute,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17776,The Industry Standard,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17777,The McKenna Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17778,The NanoBiotechnology Forum,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17779,The Nasdaq Amex Market Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NASDAQ.png
17780,The Nasdaq Stock Market,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NASDAQ.png
17781,The Red Herring,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17782,The Seattle Times,United States,Washington,Seattle,1120 John Street,98109,www.seattletimes.nwsource.com,NULL,approved,admin-krupa,admin-krupa,NULL
17783,Alliant Energy,United States,Wisconsin,Madison,4902 North Biltmore Lane,53707,www.alliantenergy.com,,approved,admin-krupa,admin-krupa,Alliant Energy.png
17784,Zoosk Inc,United States,California,San Francisco,475 Sansome St 10th Floor,94111,www.zoosk.com,4153621000,approved,admin-krupa,admin-krupa,NULL
17785,The Washington Post,United States,Virginia,Arlington,P.O. Box 17370,22216,www.washingtonpost.com,NULL,approved,admin-krupa,admin-krupa,NULL
17786,The Wellcome Trust,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17787,TheStreet.com,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17788,Thetagen Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17789,Thoratec Laboratories Corporation,United States,California,Pleasanton,6035 Stoneridge Drive,94588,www.thoratec.com,9258478600,approved,admin-krupa,admin-krupa,NULL
17790,Tokyo Institute of Technology,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17791,Tosk Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17792,Toxweb,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17793,Toxweb Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17794,Transamerica Business Credit,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17795,Transamerica Technology Finance,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17796,Trega Biosciences Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17797,Trillium Medical Ventures,United States,New York,New York,27 West 24th Street,10010,www.trilliummed.com,2126205880,approved,admin-krupa,admin-krupa,NULL
17798,TriMax Investment,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17799,Tripos Inc,United States,Missouri,Ranch Camp,1699 South Hanley Road,63144,www.tripos.com,8003232960,approved,admin-krupa,admin-krupa,NULL
17800,TRW Healthcare Solutions,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17801,Tularik Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17802,TVM Techno Ventures Management,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17803,U S Venture Partners,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17804,UC Berkeley School of Public Health,United States,California,Berkeley,50 University Hall #7360,94720,www.sph.berkeley.edu,NULL,approved,admin-krupa,admin-krupa,NULL
17805,UC Berkeley and GeneSage Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17806,UCSF & SmithKline Beecham,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17807,UCSF UC Berkeley Bioengineering,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17808,UCSF Cancer Research Center,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17809,Unimed Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17810,United Therapeutics Corp,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17811,Univ of MD Biotechnology Inst,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17812,University of California,United States,California,Oakland,1111 Franklin Street,94607,www.ucop.edu,,approved,admin-krupa,admin-krupa,NULL
17813,University of California Davis,United States,Californica,Davis,1 Shields Ave,95616,https://www.ucdavis.edu/,NULL,approved,admin-krupa,admin-krupa,UCD.svg
17814,University of California Irvine,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17815,University of California San Diego,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17816,University of California Santa Cruz,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17817,University of California System,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17818,University of Hawaii,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17819,University of Louisville,United States,Kentucky,Louisville,1980 Arthur Street,40208,www.louisville.edu,,approved,admin-krupa,admin-krupa,NULL
17820,University of Missouri Columbia,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17821,University of Southern California,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17822,University of Washington,United States,Washington,Seattle,301 Gerberding Hall ,98195,www.washington.edu,NULL,approved,admin-krupa,admin-krupa,University of Washington.svg
17823,Upside Magazine,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17824,USDA Agricultural Research Service,United States,District of Columbia,Washington,Jamie L. Whitten Building,20250,www.ars.usda.gov,NULL,approved,admin-krupa,admin-krupa,NULL
17825,UshaRx USF,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17826,Vascular Regenesis,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17827,VasculaRegenesis,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17828,Venrock Associates,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17829,Ventiv Integrated Solutions,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17830,VentureOne,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17831,Vernalis Group plc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17832,Versaggi Biocommunications,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17833,Versant Ventures,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17834,Verticali Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17835,Vion Pharmaceuticals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17836,Vox Medica Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17837,Wall Street Journal,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17838,Washington Research Foundation,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
17839,Washington University Medical School,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
