id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
39494,Refco Group Ltd,United States,Illinois,Chicago ,111 W Jackson boulevard,60604,NULL,3129306500,approved,admin-krupa,admin-krupa,logos/NULL
39495,Reflector Hwr Corp/Spacemaster,United States,Illinois,Lincolnton ,1400 25th Ave,60160,NULL,7083452500,approved,admin-krupa,admin-krupa,logos/NULL
39496,Refractory Products Co,United States,Illinois,Elgin ,770 Tollgate Road,60123,NULL,8476972350,approved,admin-krupa,admin-krupa,logos/NULL
39497,Refurbco Inc,United States,Ohio,Mansfield,181 Longview Avenue E,44903,NULL,4195262200,approved,admin-krupa,admin-krupa,logos/NULL
39498,Regal Finishing Co,United States,Michigan ,Coloma,3927 Besemer Road,49038,NULL,6168492963,approved,admin-krupa,admin-krupa,logos/NULL
39499,Regal Frames Inc,United States,Illinois,Lincolnton ,16520 Vincennes Ave,60473,NULL,7085965400,approved,admin-krupa,admin-krupa,logos/NULL
39500,Regal Mfg Co Inc,United States,Illinois,Chicago ,1735 W Diversey Pkwy,60614,NULL,7734778780,approved,admin-krupa,admin-krupa,logos/NULL
39501,Regal Plastics Inc,United States,Illinois,Chicago ,2335 N Cicero Ave,60639,NULL,7736224843,approved,admin-krupa,admin-krupa,logos/NULL
39502,Regal Plastics Inc,United States,Michigan ,Owosso,655 Wabassee Dr,48867,NULL,9897236717,approved,admin-krupa,admin-krupa,logos/NULL
39503,Regal Stamping Co,United States,Michigan ,Warren,21601 Hoover Road,48089,NULL,8107560080,approved,admin-krupa,admin-krupa,logos/NULL
39504,Regal Steel Co,United States,Michigan ,Warren,2220 Morrissey Ave,48091,NULL,8107568300,approved,admin-krupa,admin-krupa,logos/NULL
39505,Regal Rexnord Corporation,United States,Wisconsin,Beloit,200 State Street,53511,www.regal-beloit.com,8153893461,approved,admin-krupa,admin-krupa,logos/Regal Rexnord Corporation.jpg
39506,Regalia Mfg Co,United States,Illinois,Rock Island ,2018 4th Ave,61201,NULL,3097887471,approved,admin-krupa,admin-krupa,logos/NULL
39507,Regency Savings Bank,United States,Illinois,Chicago ,3515 W Irving Park Road,60618,NULL,7734783131,approved,admin-krupa,admin-krupa,logos/NULL
39508,Regent Die & Mfg Co,United States,Illinois,Chicago ,3434 N Ravenswood Ave,60657,NULL,7734725052,approved,admin-krupa,admin-krupa,logos/NULL
39509,Reger Mfg Co,United States,Michigan ,Mount Clemens,77 N Rose St,48043,NULL,8104685541,approved,admin-krupa,admin-krupa,logos/NULL
39510,Regional Computer Center,United States,Ohio,Cincinnati,138 E Court St,45202,NULL,5133524750,approved,admin-krupa,admin-krupa,logos/NULL
39511,Regis Mfg Co,United States,Ohio,Cleveland,25200 Miles Road,44146,NULL,2164641530,approved,admin-krupa,admin-krupa,logos/NULL
39512,Regis Technologies,United States,Illinois,Lincolnton ,8210 Austin Ave,60053,NULL,8479676000,approved,admin-krupa,admin-krupa,logos/NULL
39513,Regiscope Of Columbus Inc,United States,Ohio,Westerville,291 Broad St,43081,NULL,6148826332,approved,admin-krupa,admin-krupa,logos/NULL
39514,Register Printing Co,United States,Illinois,East Dubuque ,141 Sinsinawa Ave,61025,NULL,8157473171,approved,admin-krupa,admin-krupa,logos/NULL
39515,Rego Manufacturers Inc,United States,Ohio,Bucyrus,1870 E Mansfield St,44820,NULL,4195620466,approved,admin-krupa,admin-krupa,logos/NULL
39516,Rehabilitation Institute,United States,Michigan ,Detroit,261 Mack Ave,48201,NULL,3137451203,approved,admin-krupa,admin-krupa,logos/NULL
39517,Rehau Inc,United States,Michigan ,Sturgis,1110 N Clay St,49091,NULL,6166517845,approved,admin-krupa,admin-krupa,logos/NULL
39518,Rehmann Industries Inc,United States,Michigan ,Warren,23051 Roseberry Ave,48089,NULL,8107742220,approved,admin-krupa,admin-krupa,logos/NULL
39519,Rehmann Robson & Co,United States,Michigan ,Saginaw,5800 Gratiot Road,48603,NULL,9897999580,approved,admin-krupa,admin-krupa,logos/NULL
39520,Rehmann Robson & Co,United States,Michigan ,Saginaw,PO Box 2025,48605,NULL,9897999580,approved,admin-krupa,admin-krupa,logos/NULL
39521,Reichard Industries,United States,Ohio,Columbiana,338 S Main St,44408,NULL,3304825511,approved,admin-krupa,admin-krupa,logos/NULL
39522,Reichel & Drews Inc,United States,Illinois,Itasca,1025 W Thorndale Ave,60143,NULL,6307732500,approved,admin-krupa,admin-krupa,logos/NULL
39523,Reichert Stamping Co,United States,Ohio,Toledo,8200 W Central Ave,43617,NULL,4198418511,approved,admin-krupa,admin-krupa,logos/NULL
39524,Reid Industries Inc,United States,Michigan ,Roseville,28440 Groesbeck Hwy,48066,NULL,8107762070,approved,admin-krupa,admin-krupa,logos/NULL
39525,Reilly Plating Co,United States,Michigan ,Melvindale,17760 Clarann St,48122,NULL,3139286800,approved,admin-krupa,admin-krupa,logos/NULL
39526,Reinewald Plating Co,United States,Illinois,Chicago ,1801 W Irving Park Road,60613,NULL,7734770880,approved,admin-krupa,admin-krupa,logos/NULL
39527,Reinhart Industries Inc,United States,Michigan ,Livonia,12752 Stark Road,48150,NULL,7344629478,approved,admin-krupa,admin-krupa,logos/NULL
39528,Reiter Dairy,United States,Ohio,Akron,1415 W Waterloo Road,44314,NULL,3307451123,approved,admin-krupa,admin-krupa,logos/NULL
39529,Reliable Castings Corp,United States,Ohio,Cincinnati,3530 Spring Grove Ave,45223,NULL,5135412627,approved,admin-krupa,admin-krupa,logos/NULL
39530,Reliable Electric/Utility,United States,Illinois,Warrenville ,4350 Weaver Pkwy,60555,NULL,8474558010,approved,admin-krupa,admin-krupa,logos/NULL
39531,Reliable Fire Equipment Co,United States,Illinois,Alsip ,12845 S Cicero Ave,60803,NULL,7085974600,approved,admin-krupa,admin-krupa,logos/NULL
39532,Reliable Forms & Printing,United States,Illinois,Arlington Heights,1721 S Chesterfield Dr,60005,NULL,8474372149,approved,admin-krupa,admin-krupa,logos/NULL
39533,Reliable Galvanizing Co,United States,Illinois,Chicago ,819 W 88th St,60620,NULL,7736512500,approved,admin-krupa,admin-krupa,logos/NULL
39534,Reliable Machine Co,United States,Illinois,Rockford ,1327 10th Ave,61104,NULL,8159688803,approved,admin-krupa,admin-krupa,logos/NULL
39535,Reliable Packaging Inc,United States,Illinois,Chicago ,7131 W 60th St,60638,NULL,7732292200,approved,admin-krupa,admin-krupa,logos/NULL
39536,Reliable Pattern Works,United States,Ohio,Cleveland,Golden Oak Pky.,44146,NULL,4402328820,approved,admin-krupa,admin-krupa,logos/NULL
39537,Reliable Plating Corp,United States,Illinois,Chicago ,1538 W Lake St,60607,NULL,3124214747,approved,admin-krupa,admin-krupa,logos/NULL
39538,Reliable Power Products Inc,United States,Illinois,Franklin Park,11411 Addison Ave,60131,NULL,8474550014,approved,admin-krupa,admin-krupa,logos/NULL
39539,Reliable Products,United States,Ohio,Wheeler Army Airfield,315 S Park Dr,45885,NULL,4193945854,approved,admin-krupa,admin-krupa,logos/NULL
39540,Reliable Spring & Wire Forms,United States,Ohio,Cleveland,3167 Fulton Road,44109,NULL,2166312800,approved,admin-krupa,admin-krupa,logos/NULL
39541,Reliance Electric,United States,Ohio,Cleveland,6065 Parkland boulevard,44124,NULL,2162667000,approved,admin-krupa,admin-krupa,logos/NULL
39542,Reliance IT,United States,Texas,Dallas ,3010 LBJ Freeway  Suite 1200,75234,www.relianceitinc.com,,approved,admin-krupa,admin-krupa,logos/NULL
39543,Reliance Electric Co,United States,Ohio,Lorain,1122 F St,44052,NULL,4402881122,approved,admin-krupa,admin-krupa,logos/NULL
39544,Reliance Elevator Co,United States,Illinois,Chicago ,1101 W Adams St,60607,NULL,3126664022,approved,admin-krupa,admin-krupa,logos/NULL
39545,Reliance Finishing Co Inc,United States,Michigan ,Grand Rapids,1236 Judd Avenue SW,49509,NULL,6162414436,approved,admin-krupa,admin-krupa,logos/NULL
39546,Reliance Medical Products,United States,Ohio,Mason,3535 Kings Mills Road,45040,NULL,5133983937,approved,admin-krupa,admin-krupa,logos/NULL
39547,Reliance Plastisol Coating Co,United States,Michigan ,Grand Rapids,1240 Judd Avenue SW,49509,NULL,6162452297,approved,admin-krupa,admin-krupa,logos/NULL
39548,Reliance Spray Mask Co,United States,Michigan ,Grand Rapids,2825 N Ridge,49504,NULL,6167843664,approved,admin-krupa,admin-krupa,logos/NULL
39549,Reltec Corp,United States,Illinois,Franklin Park,11333 Addison Ave,60131,NULL,8474558010,approved,admin-krupa,admin-krupa,logos/NULL
39550,Reltec Corp,United States,Ohio,Lorain,1122 F St,44052,NULL,4402881122,approved,admin-krupa,admin-krupa,logos/NULL
39551,Rely Asphalt Maintenance,United States,Illinois,Bensenville,256 Orchard Ave,60106,NULL,6308605495,approved,admin-krupa,admin-krupa,logos/NULL
39552,Remac Enterprises Inc,United States,Illinois,Lincolnton ,3419 S Cicero Ave,60804,NULL,7086560910,approved,admin-krupa,admin-krupa,logos/NULL
39553,Re Machine & Retrofit,United States,Ohio,Cincinnati,11959 Tramway Dr,45241,NULL,5135638211,approved,admin-krupa,admin-krupa,logos/NULL
39554,Remacon Compressors Inc,United States,Michigan ,Detroit,7939 McGraw St,48210,NULL,3138428219,approved,admin-krupa,admin-krupa,logos/NULL
39555,Remarks Inc,United States,Ohio,Marysville,948 Columbus Ave,43040,NULL,9376440084,approved,admin-krupa,admin-krupa,logos/NULL
39556,Remcor Products,United States,Illinois,Lincolnton ,500 Regency Dr,60139,NULL,6309806900,approved,admin-krupa,admin-krupa,logos/NULL
39557,Reminder Inc,United States,Michigan ,Ortonville,48 South St,48462,NULL,2486272843,approved,admin-krupa,admin-krupa,logos/NULL
39558,Reminder Shoppers Guide,United States,Michigan ,Bangor,416 Railroad St,49013,NULL,6164277474,approved,admin-krupa,admin-krupa,logos/NULL
39559,Remline Co,United States,Illinois,Yorkville ,Rte. 47 & Cannonball Tr.,60560,NULL,6305536601,approved,admin-krupa,admin-krupa,logos/NULL
39560,Remlinger Mfg Co Inc,United States,Ohio,Wheeler Army Airfield,PO Box 299,45853,NULL,4195323647,approved,admin-krupa,admin-krupa,logos/NULL
39561,Remodelers Supply Mfg,United States,Illinois,Chicago ,2622 N Pulaski Road,60639,NULL,7732783600,approved,admin-krupa,admin-krupa,logos/NULL
39562,Rempco Inc,United States,Michigan ,Cadillac,251 Bell Ave,49601,NULL,6167750108,approved,admin-krupa,admin-krupa,logos/NULL
39563,Rempe Co,United States,Illinois,Chicago ,340 N Sacramento boulevard,60612,NULL,7735330483,approved,admin-krupa,admin-krupa,logos/NULL
39564,Rempel Roto Cast Corp,United States,Ohio,Medina,1030 Lake Road,44256,NULL,3307238977,approved,admin-krupa,admin-krupa,logos/NULL
39565,Renkim Corp,United States,Michigan ,Southgate,13333 Allen Road,48195,NULL,7343748300,approved,admin-krupa,admin-krupa,logos/NULL
39566,Rennco Inds,United States,Ohio,Wheeler Army Airfield,1430 Kieswetter Road,43528,NULL,4198669093,approved,admin-krupa,admin-krupa,logos/NULL
39567,Renosol Corp,United States,Michigan ,Farwell,505 Hoover St.,48622,NULL,9895886181,approved,admin-krupa,admin-krupa,logos/NULL
39568,Renosol Corporation,United States,Michigan ,Saline,1512 Woodland Dr,48176,NULL,7344295418,approved,admin-krupa,admin-krupa,logos/NULL
39569,Rensen Products,United States,Michigan ,Ahmeek,PO Box 308,49901,NULL,9063375113,approved,admin-krupa,admin-krupa,logos/NULL
39570,Rentokil Inc,United States,Illinois,Buffalo Grove,855 E Aptakisic Road,60089,NULL,8476344100,approved,admin-krupa,admin-krupa,logos/NULL
39571,Rentokil Inc,United States,Illinois,Deerfield,3750 Deerfield Road,60015,NULL,8476344250,approved,admin-krupa,admin-krupa,logos/NULL
39572,Reo Hydraulics & Mfg Inc,United States,Michigan ,Detroit,18495 Sherwood St,48234,NULL,3138912244,approved,admin-krupa,admin-krupa,logos/NULL
39573,Repco Lite Paints Inc,United States,Michigan ,Holland,473 W 17th St,49423,NULL,6163965213,approved,admin-krupa,admin-krupa,logos/NULL
39574,Replicap Prdts Inc,United States,Ohio,Greenville,1014 Front St,45331,NULL,9375483163,approved,admin-krupa,admin-krupa,logos/NULL
39575,Replogle Globes Inc,United States,Illinois,Lincolnton ,2801 S 25th Ave,60153,NULL,7083430900,approved,admin-krupa,admin-krupa,logos/NULL
39576,Repository,United States,Ohio,Canton,500 Market Avenue S,44702,NULL,3305808300,approved,admin-krupa,admin-krupa,logos/NULL
39577,Repro Depot,United States,Ohio,Medina,404 W Liberty St,44256,NULL,3307257904,approved,admin-krupa,admin-krupa,logos/NULL
39578,Repro Inc,United States,Illinois,Chicago ,912 W Washington boulevard,60607,NULL,3126663800,approved,admin-krupa,admin-krupa,logos/NULL
39579,Reproduction Materials,United States,Illinois,Lincolnton ,1450 Tomlin Dr,60521,NULL,6303256464,approved,admin-krupa,admin-krupa,logos/NULL
39580,Reprographics,United States,Illinois,Crystal Lake ,835 Virginia Road,60014,NULL,8154771018,approved,admin-krupa,admin-krupa,logos/NULL
39581,Republic Die & Tool Co,United States,Michigan ,Belleville,45000 Van Born Road,48111,NULL,7346993400,approved,admin-krupa,admin-krupa,logos/NULL
39582,Republic Electric &,United States,Illinois,Peoria ,1619 W Luthy Dr,61615,NULL,3096917000,approved,admin-krupa,admin-krupa,logos/NULL
39583,Republic Industries Inc,United States,Illinois,Lincolnton ,7350 W Wilson Ave,60656,NULL,7088677400,approved,admin-krupa,admin-krupa,logos/NULL
39584,Republic Packaging Corp,United States,Illinois,Chicago ,9160 S Green St,60620,NULL,7732336530,approved,admin-krupa,admin-krupa,logos/NULL
39585,Republic Powdered Metals Inc,United States,Ohio,Medina,2628 Pearl Road,44256,NULL,3302253192,approved,admin-krupa,admin-krupa,logos/NULL
39586,Republic Rsb Co,United States,Illinois,Naperville ,1717 Park St,60563,NULL,6304206800,approved,admin-krupa,admin-krupa,logos/NULL
39587,Republic Storage Systems,United States,Ohio,Canton,1038 Belden Avenue NE,44705,NULL,3304385800,approved,admin-krupa,admin-krupa,logos/NULL
39588,Republic Technologies Intl,United States,Ohio,Massillon,410 Oberlin Road  SW,44647,NULL,3308376000,approved,admin-krupa,admin-krupa,logos/NULL
39589,Republic Windows & Doors Inc,United States,Illinois,Chicago ,1725 W Diversey Pkwy,60614,NULL,7735256000,approved,admin-krupa,admin-krupa,logos/NULL
39590,Requarth Co Inc F A,United States,Ohio,Dayton,447 E Monument Ave,45402,NULL,9372241141,approved,admin-krupa,admin-krupa,logos/NULL
39591,Research Automation Inc,United States,Illinois,Aurora,601 W New York St,60506,NULL,6308971220,approved,admin-krupa,admin-krupa,logos/NULL
39592,Research Energy Of,United States,Ohio,Huron,10319 Wikel Road,44839,www.AMNORTH.COM,4194336103,approved,admin-krupa,admin-krupa,logos/NULL
39593,Research Organics Inc,United States,Ohio,Cleveland,4353 E 49th St,44125,NULL,2168838025,approved,admin-krupa,admin-krupa,logos/NULL
39594,Research Press Co,United States,Illinois,Champaign ,2612 N Mattis Ave,61822,NULL,2173523273,approved,admin-krupa,admin-krupa,logos/NULL
39595,Research Products,United States,Illinois,Lincolnton ,410 E Business Center Dr,60056,NULL,8476357330,approved,admin-krupa,admin-krupa,logos/NULL
39596,Research Tool Corp,United States,Michigan ,Ovid,1401 S Main St,48866,NULL,9898342246,approved,admin-krupa,admin-krupa,logos/NULL
39597,Reserve Industries Corp,United States,Ohio,Cleveland,3891 W 150th St,44111,NULL,2169413800,approved,admin-krupa,admin-krupa,logos/NULL
39598,Reserve Iron & Metal,United States,Illinois,Chicago ,12701 S Doty Ave,60633,NULL,7736462121,approved,admin-krupa,admin-krupa,logos/NULL
39599,Reserve Millwork,United States,Ohio,Cleveland,16100 S Waterloo Road,44110,NULL,2165316982,approved,admin-krupa,admin-krupa,logos/NULL
39600,Reserve Roofing & Sheet Metal,United States,Ohio,Akron,674 Hogue Ave,44310,NULL,3306335561,approved,admin-krupa,admin-krupa,logos/NULL
39601,Residence Instrument Co Inc,United States,Illinois,Lincolnton ,8260 Elmwood Ave,60077,NULL,8476774700,approved,admin-krupa,admin-krupa,logos/NULL
39602,Resinoid Engineering Corp,United States,Ohio,Wheeler Army Airfield,251 O Neill Dr,43025,NULL,7409286115,approved,admin-krupa,admin-krupa,logos/NULL
39603,Resistors Inc,United States,Illinois,Lincolnton ,5226 W 26th St,60804,NULL,7086527567,approved,admin-krupa,admin-krupa,logos/NULL
39604,Reska Spline Products Co,United States,Michigan ,Warren,25225 Easy St,48089,NULL,8107784000,approved,admin-krupa,admin-krupa,logos/NULL
39605,Resource Center For,United States,Illinois,Arlington Heights,1801 W Central Road,60005,NULL,8475777070,approved,admin-krupa,admin-krupa,logos/NULL
39606,Resource Electronics Inc,United States,Illinois,Lincolnton ,746 S Vermont St,60067,NULL,8473595500,approved,admin-krupa,admin-krupa,logos/NULL
39607,Restaurant Design & Materials,United States,Illinois,Barrington,825 W Northwest Hwy,60010,NULL,8476397300,approved,admin-krupa,admin-krupa,logos/NULL
39608,Resume Svc Inc,United States,Illinois,Calumet City ,80 River Oaks Center Dr,60409,NULL,7087301888,approved,admin-krupa,admin-krupa,logos/NULL
39609,Resurrection Medical Center,United States,Illinois,Chicago ,7435 W Talcott Ave,60631,NULL,7737748000,approved,admin-krupa,admin-krupa,logos/NULL
39610,Retention Knob Sply & Mfg Co,United States,Ohio,Wheeler Army Airfield,4905 SR 274,43324,NULL,9376866405,approved,admin-krupa,admin-krupa,logos/NULL
39611,Retterbush Injection,United States,Ohio,Piqua,719 Long St,45356,NULL,9377781936,approved,admin-krupa,admin-krupa,logos/NULL
39612,Reuland Electric,United States,Ohio,Cincinnati,2060 Waycross Road,45240,NULL,5138257314,approved,admin-krupa,admin-krupa,logos/NULL
39613,Reuland Electric Co,United States,Michigan ,Howell,4500 E Grand River Ave,48843,NULL,5175464400,approved,admin-krupa,admin-krupa,logos/NULL
39614,Reuther Mold And Mfg,United States,Ohio,Cuyahoga Falls,1225 Munroe Falls Ave,44221,NULL,3309235266,approved,admin-krupa,admin-krupa,logos/NULL
39615,Revcor Inc,United States,Illinois,Lincolnton ,251 Edwards Ave,60110,NULL,8474284411,approved,admin-krupa,admin-krupa,logos/NULL
39616,Revell Monagram,United States,Illinois,Lincolnton ,8601 Waukegan Road,60053,NULL,8479663500,approved,admin-krupa,admin-krupa,logos/NULL
39617,Revere Graphic Services,United States,Illinois,Chicago ,815 S Jefferson St,60607,NULL,3129228816,approved,admin-krupa,admin-krupa,logos/NULL
39618,Revere Photo Platemakers Co,United States,Illinois,Chicago ,815 S Jefferson St,60607,NULL,3129228816,approved,admin-krupa,admin-krupa,logos/NULL
39619,Revere Ware Corp,United States,Illinois,Clinton ,1000 S Sherman St,61727,NULL,2179357200,approved,admin-krupa,admin-krupa,logos/NULL
39620,Review Chronicle,United States,Ohio,Wheeler Army Airfield,107 Wooster St,44254,NULL,3309481230,approved,admin-krupa,admin-krupa,logos/NULL
39621,Review Publishing Co,United States,Illinois,Chicago ,10546 Western Ave,60643,NULL,7732383366,approved,admin-krupa,admin-krupa,logos/NULL
39622,Rex Buckeye Co,United States,Ohio,Lakewood,13251 Lakewood Heights boulevard,44107,NULL,2166714000,approved,admin-krupa,admin-krupa,logos/NULL
39623,Rex Machine Inc,United States,Ohio,Wheeler Army Airfield,804 E Liberty St,44436,NULL,3305366232,approved,admin-krupa,admin-krupa,logos/NULL
39624,Rex Precision Inc,United States,Michigan ,Pontiac,40 W Howard St,48342,NULL,2483320170,approved,admin-krupa,admin-krupa,logos/NULL
39625,Rex Printing Inc,United States,Michigan ,Detroit,8725 Harper Ave,48213,NULL,3139232131,approved,admin-krupa,admin-krupa,logos/NULL
39626,Rexam Release,United States,Illinois,Lincolnton ,915 Harger Road,60523,NULL,6305743400,approved,admin-krupa,admin-krupa,logos/NULL
39627,Rexnord Inc,United States,Illinois,Downers Grove,2400 Curtiss St,60515,NULL,6309691770,approved,admin-krupa,admin-krupa,logos/NULL
39628,Reynolds Aluminum Recycling Co,United States,Michigan ,Grand Rapids,3910 Roger B Chafer,49428,NULL,8105987900,approved,admin-krupa,admin-krupa,logos/NULL
39629,Reynolds Aluminum Supply,United States,Ohio,Cincinnati,366 Circle Freeway Dr,45246,NULL,5138747744,approved,admin-krupa,admin-krupa,logos/NULL
39630,Reynolds Boxes Inc,United States,Michigan ,Fountain,5095 N Custer Road,49410,NULL,6164623310,approved,admin-krupa,admin-krupa,logos/NULL
39631,Reynolds Metals Co,United States,Ohio,Wheeler Army Airfield,Reynolds Road,43103,NULL,7409832571,approved,admin-krupa,admin-krupa,logos/NULL
39632,Reynolds Metals Co,United States,Illinois,Lincolnton ,First Avenue & 47th St.,60525,NULL,7084859000,approved,admin-krupa,admin-krupa,logos/NULL
39633,Rez Tech,United States,Ohio,Kent,1510 Mogadore Road,44240,NULL,3306734009,approved,admin-krupa,admin-krupa,logos/NULL
39634,Rhe Tech Inc,United States,Michigan ,Whitmore Lake,1116 Santa Fe Pike,48189,NULL,7343882978,approved,admin-krupa,admin-krupa,logos/NULL
39635,Rhh Companies,United States,Illinois,Chicago ,123 N Wacker Drive Fl 25,60606,NULL,3127014600,approved,admin-krupa,admin-krupa,logos/NULL
39636,Rhinestahl Tool & Die Co,United States,Ohio,Cincinnati,6510 Corporate Dr,45242,NULL,5134891317,approved,admin-krupa,admin-krupa,logos/NULL
39637,Rhodes Keypunch Service,United States,Illinois,Buffalo Grove,830 S Buffalo Grove Road  Suite 100,60089,NULL,8474594446,approved,admin-krupa,admin-krupa,logos/NULL
39638,Rhodes/American Steel Wool,United States,Illinois,Chicago ,2825 W 31st St,60623,NULL,8472476000,approved,admin-krupa,admin-krupa,logos/NULL
39639,Rhr Intl Co,United States,Illinois,Wood Dale ,220 Gerry Dr,60191,NULL,6307667007,approved,admin-krupa,admin-krupa,logos/NULL
39640,Riba Corp,United States,Illinois,Decatur ,3210 E Parkway Dr,62526,NULL,2174297422,approved,admin-krupa,admin-krupa,logos/NULL
39641,Ribbon Technology Inc,United States,Ohio,Gahanna,825 Taylor Station Road,43230,NULL,6148645444,approved,admin-krupa,admin-krupa,logos/NULL
39642,Ribbons Inc,United States,Michigan ,Ishpeming,445 Greenwood St,49849,NULL,9064864455,approved,admin-krupa,admin-krupa,logos/NULL
39643,Ric Tec International Inc,United States,Ohio,Hamilton,4854 Factory Dr,45014,NULL,5138299250,approved,admin-krupa,admin-krupa,logos/NULL
39644,Ricart Automotive Inc,United States,Ohio,Columbus,PO Box 27130,43227,NULL,6148366265,approved,admin-krupa,admin-krupa,logos/NULL
39645,Rice Sullivan & Co Ltd,United States,Illinois,Belleville ,720 W Main St Suite 300,62220,NULL,6182330186,approved,admin-krupa,admin-krupa,logos/NULL
39646,Rich Products Inc,United States,Ohio,Hilliard,4600 Northwest Pkwy,43026,NULL,6147711117,approved,admin-krupa,admin-krupa,logos/NULL
39647,Richard & Trute Tool & Die,United States,Michigan ,Warren,23751 Hoover Road,48089,NULL,8107583400,approved,admin-krupa,admin-krupa,logos/NULL
39648,Richard J Daley College,United States,Illinois,Chicago ,7500 S Pulaski Road,60652,NULL,7737353000,approved,admin-krupa,admin-krupa,logos/NULL
39649,Richard Tool & Die Corp,United States,Michigan ,Farmington,28600 Grand River Ave,48336,NULL,2484762150,approved,admin-krupa,admin-krupa,logos/NULL
39650,Richard Allan Medical,United States,Michigan ,Kalamazoo,225 Parsons St,49007,NULL,6163442400,approved,admin-krupa,admin-krupa,logos/NULL
39651,Richards Co W C,United States,Illinois,Blue Island ,3555 W. 123 St.,60406,NULL,7083856633,approved,admin-krupa,admin-krupa,logos/NULL
39652,Richards Graphic,United States,Illinois,Lincolnton ,2700 Van Buren St,60104,NULL,7085476000,approved,admin-krupa,admin-krupa,logos/NULL
39653,Richards Industries,United States,Ohio,Cincinnati,3170 Wasson Road,45209,NULL,5135335600,approved,admin-krupa,admin-krupa,logos/NULL
39654,Richards Quality Bedding Co,United States,Michigan ,Grand Rapids,702 Hall St SW,49503,NULL,6162412481,approved,admin-krupa,admin-krupa,logos/NULL
39655,Richards Glendon A Co,United States,Michigan ,Grand Rapids,1060 Ken-O-Sha Indl Dr.,49508,NULL,6162432800,approved,admin-krupa,admin-krupa,logos/NULL
39656,Richards J A Co,United States,Michigan ,Kalamazoo,903 N Pitcher St,49007,NULL,6163434684,approved,admin-krupa,admin-krupa,logos/NULL
39657,Richardson Electronics Ltd,United States,Illinois,Lincolnton ,40 W. 267 Keslinger Road,60147,www.rell.com,6302082200,approved,admin-krupa,admin-krupa,logos/NULL
39658,Richardson Mfg Co,United States,Illinois,Springfield ,2209 Old Jacksonville Road,62704,NULL,2175462249,approved,admin-krupa,admin-krupa,logos/NULL
39659,Richardson Printing Corp,United States,Ohio,Marietta,201 Acme St,45750,NULL,7403735362,approved,admin-krupa,admin-krupa,logos/NULL
39660,Richardson Karloski Pinkley,United States,Illinois,Decatur ,334 W Eldorado St,62522,NULL,2174282127,approved,admin-krupa,admin-krupa,logos/NULL
39661,Richardson's Publishing,United States,Illinois,Chicago ,1100 W Cermak Road  # B-303,60608,NULL,3128509412,approved,admin-krupa,admin-krupa,logos/NULL
39662,Richards Wilcox Mfg Co,United States,Illinois,Aurora,600 S Lake St,60506,NULL,6308976951,approved,admin-krupa,admin-krupa,logos/NULL
39663,Richco Plastic Corp,United States,Illinois,Chicago ,5825 N Tripp Ave,60646,NULL,7735394060,approved,admin-krupa,admin-krupa,logos/NULL
39664,Richey Industries,United States,Ohio,Medina,910 Lake Road,44256,NULL,3307254997,approved,admin-krupa,admin-krupa,logos/NULL
39665,Richlee Vans Inc,United States,Illinois,Aurora,1030 Rural St,60505,NULL,6308512801,approved,admin-krupa,admin-krupa,logos/NULL
39666,Richmond Industries,United States,Ohio,Willoughby,4277 Hamann Pkwy.,44094,NULL,4409426060,approved,admin-krupa,admin-krupa,logos/NULL
39667,Richmond Tool & Manfacturing,United States,Michigan ,Casco,10830 Gratiot Ave,48064,NULL,8107274135,approved,admin-krupa,admin-krupa,logos/NULL
39668,Richwood Graphics,United States,Ohio,Zanesville,27 N 6th St,43701,NULL,7404528086,approved,admin-krupa,admin-krupa,logos/NULL
39669,Rickhoff & Associates Ltd,United States,Illinois,Breese ,115 Clintonian Plz,62230,NULL,6185262233,approved,admin-krupa,admin-krupa,logos/NULL
39670,Rico Industries Inc,United States,Illinois,Chicago ,1712 S Michigan Ave,60616,NULL,3124270313,approved,admin-krupa,admin-krupa,logos/NULL
39671,Riddell Inc,United States,Illinois,Chicago ,3670 N Milwaukee Ave,60641,NULL,7737941994,approved,admin-krupa,admin-krupa,logos/NULL
39672,Riddle Display & Equip Inc,United States,Ohio,Loveland,394 Wards Corner Road  # 190,45140,NULL,5138319541,approved,admin-krupa,admin-krupa,logos/NULL
39673,Rider Dickerson Inc,United States,Illinois,Chicago ,626 S Clark St,60605,NULL,3124272926,approved,admin-krupa,admin-krupa,logos/NULL
39674,Ridge Tool,United States,Ohio,Elyria,400 Clark St,44035,NULL,4403235581,approved,admin-krupa,admin-krupa,logos/NULL
39675,Rieckhoff C L Co Inc,United States,Michigan ,Taylor,26265 Northline Road,48180,NULL,7349468220,approved,admin-krupa,admin-krupa,logos/NULL
39676,Riese Tool & Mfg Co,United States,Michigan ,Warren,8453 E 8 Mile Road,48089,NULL,8107571505,approved,admin-krupa,admin-krupa,logos/NULL
39677,Rieser Ray Trophy Co,United States,Ohio,Columbus,3852 Sullivant Ave,43228,NULL,6142792055,approved,admin-krupa,admin-krupa,logos/NULL
39678,Rieth Riley Construction Co,United States,Michigan ,Olympia,867 Egypt Valley,49301,NULL,6166760446,approved,admin-krupa,admin-krupa,logos/NULL
